ONTOLOGY	ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0031297	replication fork processing	22/3273	51/18986	0.431372549019608	2.5023034572827	4.90296562236153	1.34472691015575e-05	0.00760993183247233	0.00700416131289738	ATR/ATRX/BLM/BOD1L1/BRCA2/CENPS/CENPX/DDX11/DNA2/EME1/ETAA1/FAM111A/GEN1/MMS22L/MRE11/NBN/RBBP8/RECQL/SETMAR/WRN/ZNF365/ZRANB3	22
BP	GO:0032608	interferon-beta production	24/3273	60/18986	0.4	2.3203177512985	4.67491175850225	2.57406343016612e-05	0.0123258037329109	0.0113446374497119	CACTIN/DDX3X/FLOT1/IRF7/ISG15/MORC3/OAS1/OAS3/POLR3C/POLR3F/POLR3G/PTPN11/PYCARD/REL/RELB/RNF135/STING1/TICAM1/TIRAP/TLR3/TLR4/TLR9/TRIM56/ZBTB20	24
BP	GO:0032648	regulation of interferon-beta production	24/3273	60/18986	0.4	2.3203177512985	4.67491175850225	2.57406343016612e-05	0.0123258037329109	0.0113446374497119	CACTIN/DDX3X/FLOT1/IRF7/ISG15/MORC3/OAS1/OAS3/POLR3C/POLR3F/POLR3G/PTPN11/PYCARD/REL/RELB/RNF135/STING1/TICAM1/TIRAP/TLR3/TLR4/TLR9/TRIM56/ZBTB20	24
BP	GO:0022613	ribonucleoprotein complex biogenesis	120/3273	492/18986	0.24390243902439	1.41482789713323	4.25484582359938	2.91186722076892e-05	0.0129474096066332	0.0119167618666506	AGO2/AGO3/ATM/ATR/BRIX1/BYSL/CINP/DDX17/DDX20/DDX3X/DDX46/DDX49/DDX52/DHX29/DNTTIP2/EIF3A/EIF3D/EIF3F/EIF3G/EIF3K/EIF3L/EIF6/EMG1/ERI2/ESF1/EXOSC4/EXOSC6/FBL/FBLL1/GAR1/GCFC2/GEMIN8/GRWD1/GTPBP10/HEATR3/KAT2B/LSM2/LSM4/LUC7L3/MCAT/MCTS1/MDN1/METTL15/MPV17L2/MRPS2/MTREX/NHP2/NMD3/NOP10/NOP53/NPM3/NSUN3/PELP1/PHF5A/PIH1D1/POP7/PRPF31/PRPF39/PSIP1/RNASEL/RPL11/RPL13A/RPL26/RPL35/RPL38/RPL7A/RPL7L1/RPS11/RPS12/RPS13/RPS14/RPS15/RPS15A/RPS16/RPS17/RPS19/RPS19BP1/RPS21/RPS24/RPS25/RPS27/RPS28/RPS4X/RPS5/RPS7/RPS8/RPS9/RPSA/RRN3/RRP36/RSL24D1/RSRP1/SCAF11/SDAD1/SF3A2/SF3B4/SF3B5/SLU7/SNRPC/SNU13/SRFBP1/SRSF5/SRSF6/TGS1/TMA16/TSR3/USP16/UTP15/WDR12/WDR18/WDR36/WDR46/YTHDC1/ZNF593/ZNF622/ZNHIT6/AIRIM/MPHOSPH6/PRP4K/AFG2B	120
BP	GO:0046148	pigment biosynthetic process	23/3273	57/18986	0.403508771929825	2.34067141578358	4.62641609653003	3.19630381203773e-05	0.0132646608199566	0.0122087590518746	ABCB7/ALAS2/APPL1/ASIP/ATP7A/CITED1/DCT/DDT/FLVCR1/FXN/GPR143/HMBS/IREB2/MFSD12/OCA2/OPN3/PMEL/RAPGEF2/SLC24A5/SLC25A39/TRPC1/TYR/ZEB2	23
BP	GO:0010639	negative regulation of organelle organization	94/3273	371/18986	0.253369272237197	1.46974305001388	4.1702735732993	4.59264142148976e-05	0.0172029075008033	0.0158335109747406	ADD3/APC/ARFGEF1/ARPIN/ATM/ATRX/ATXN7/AURKAIP1/AURKB/AVIL/BAZ1B/BCL2L1/BIRC5/BOK/C11orf65/CAMSAP2/CAPZA1/CAPZA2/CCP110/CDC20/CEP97/CKAP2/CORO1A/CORO1B/CRACD/CTNNA2/ERCC1/ERCC4/FNIP1/FRMD7/FXN/GAS2L2/GEN1/GMFG/GSN/HDGFL3/HGF/KANK4/KAT2A/KAT2B/KNTC1/LMNA/LPAR1/LRRK2/MAD1L1/MAD2L1BP/MAD2L2/MAP1B/MAP2/MAP6D1/MARCHF7/MCRS1/MDM1/MTM1/MUL1/NAV3/NBN/ODF2L/PARL/PFN1/PICK1/PIK3CA/PIK3R1/PLEKHH2/PPFIA1/PSMD10/RDX/RHPN2/SETMAR/SHANK3/SLC35F6/SYCP2/TBC1D4/TEN1/TERF1/TINF2/TJP1/TMEM67/TMOD2/TNKS2/TOM1L1/TPR/TRIM37/TTBK2/TTK/TUBB4A/TWF1/WAS/WDR44/WDR47/XRCC1/XRN1/ZWILCH/PRP4K	94
BP	GO:0007098	centrosome cycle	44/3273	143/18986	0.307692307692308	1.78485980869116	4.29965721144913	4.89798885172893e-05	0.0172029075008033	0.0158335109747406	ALMS1/ARL2/AURKA/BRCA2/CCDC102B/CCNL1/CCP110/CENPJ/CEP120/CEP135/CEP295/CEP68/CETN2/CNTLN/GEN1/HAUS3/HAUS4/KAT2A/KAT2B/KIF11/KIF3A/MCPH1/MDM1/NEK2/PARD6B/PCM1/PDCD6IP/PLK4/PPP1R12A/PPP1R35/RTTN/SAC3D1/SIRT1/SLC16A1/SSX2IP/STIL/TMEM67/TRIM37/TUBE1/USP33/UXT/VPS4B/WDR62/XRCC2	44
BP	GO:0031023	microtubule organizing center organization	47/3273	156/18986	0.301282051282051	1.74767522934342	4.27955763791356	4.97433469902745e-05	0.0172029075008033	0.0158335109747406	ALMS1/ARL2/AURKA/BRCA2/CCDC102B/CCNL1/CCP110/CENPJ/CEP120/CEP135/CEP295/CEP68/CETN2/CNTLN/DZIP1/GEN1/HAUS3/HAUS4/KAT2A/KAT2B/KIF11/KIF3A/MCIDAS/MCPH1/MDM1/NEK2/PAFAH1B1/PARD6B/PCM1/PDCD6IP/PLK4/PPP1R12A/PPP1R35/RTTN/SAC3D1/SIRT1/SLC16A1/SSX2IP/STIL/TMEM67/TRIM37/TUBE1/USP33/UXT/VPS4B/WDR62/XRCC2	47
BP	GO:0046189	phenol-containing compound biosynthetic process	20/3273	48/18986	0.416666666666667	2.41699765760261	4.48612574977873	6.01353399401693e-05	0.0181013689042189	0.0166604524955677	APPL1/ASIP/ATP7A/CITED1/DCT/DDT/HDC/KL/MFSD12/NR4A2/OCA2/OPN3/PARK7/PMEL/RAPGEF2/SLC24A5/TRPC1/TYR/VPS35/ZEB2	20
BP	GO:0045005	DNA-templated DNA replication maintenance of fidelity	23/3273	59/18986	0.389830508474576	2.2613266220282	4.42854870207468	6.09607726868806e-05	0.0181013689042189	0.0166604524955677	ATR/ATRX/BLM/BOD1L1/BRCA2/CENPS/CENPX/DDX11/DNA2/EME1/ETAA1/FAM111A/GEN1/MCM9/MMS22L/MRE11/NBN/RBBP8/RECQL/SETMAR/WRN/ZNF365/ZRANB3	23
BP	GO:0032728	positive regulation of interferon-beta production	18/3273	41/18986	0.439024390243902	2.54669021483982	4.52477209745581	6.10648589539915e-05	0.0181013689042189	0.0166604524955677	DDX3X/FLOT1/IRF7/ISG15/OAS1/OAS3/POLR3C/POLR3F/POLR3G/PTPN11/RNF135/STING1/TICAM1/TLR3/TLR4/TLR9/TRIM56/ZBTB20	18
BP	GO:0022411	cellular component disassembly	109/3273	450/18986	0.242222222222222	1.40508130495298	3.96907399062958	8.9108817337219e-05	0.0252137449056449	0.023206664725669	ACVR1C/ADAM10/ADAMTS5/ADD3/ADGRB3/APC/ARID2/ASCC3/ASPH/ATAD2B/ATR/ATXN7/AURKA/AURKB/AVIL/BAX/BOK/C1QA/C1QB/CAMSAP2/CAPZA1/CAPZA2/CECR2/CFL1/CFL2/CKAP2/CMA1/CRACD/CST3/DDR2/DKK1/DNAJC6/DNASE2/DPP4/EIF4E2/EIF5A2/ENG/EPG5/FER/FLOT1/FSCN1/GAS2L2/GRWD1/GSN/HBS1L/HDGFL3/IRAK3/KIF18A/KIF2C/KIF5B/KLHDC10/MAP1B/MAP1LC3B/MAP6D1/MCTS1/MFSD8/MMP12/MMP3/MMP7/MMP9/MRRF/MTIF2/NAV3/NCKAP5/NEMF/NEMP1/OGFOD1/PAFAH1B1/PDXP/PEX14/PIK3C3/PIK3CA/PIK3R1/PLEKHH2/PLIN3/PRKAA1/RAC2/RDX/RNF14/RPL23/SAYSD1/SEMA5A/SH3BP1/SH3GL1/SHFL/SNAP29/SNX14/SPAST/SSRP1/STON1/STX17/SUPT16H/SYNJ1/TBC1D25/TGFB1/TMOD2/TMPRSS6/TNP1/TREM2/TRNT1/TTBK2/TWF1/UFL1/VAMP8/VPS4B/VPS54/WDR47/ZMPSTE24/SKIC3	109
BP	GO:0120034	positive regulation of plasma membrane bounded cell projection assembly	36/3273	113/18986	0.31858407079646	1.84804068687491	4.12652223008925	0.000104566541692093	0.0283011618275338	0.0260483151684238	ANLN/APC/ATP7A/AVIL/BRK1/CCDC88A/CCP110/CCR7/CDC42EP1/CENPJ/CEP120/CEP135/DEF8/DOCK11/DZIP1/FMR1/FNBP1L/FRMD7/FSCN1/KCTD17/MIEN1/MNS1/MSTN/NCKAP1/NLGN1/P2RY12/PALM/PFN1/PIK3CA/PIK3R1/PLPPR5/PPP1R35/RAC2/RIPOR2/RP1/ZMYND10	36
BP	GO:0002687	positive regulation of leukocyte migration	45/3273	152/18986	0.296052631578947	1.71734044092817	4.0525144722667	0.000112374004745618	0.0291470074808947	0.026826829290807	ADAM10/ASCL2/C5AR1/CCL4/CCL5/CCR1/CCR7/CD99L2/CORO1A/CSF1R/DNM1L/EDN1/FUT7/IL12A/ITGA2/ITGA4/JAM2/LBP/LGALS3/LGALS9/MDK/MOSPD2/MSTN/P2RY12/PGF/PIK3R1/PTPRJ/PYCARD/RAC2/RIPOR2/SELE/SERPINE1/SPN/TACR1/TGFB1/THBS1/THY1/TIRAP/TMEM102/TNFSF14/TREM2/VEGFA/VEGFB/XCL1/ZNF580	45
BP	GO:0043524	negative regulation of neuron apoptotic process	49/3273	170/18986	0.288235294117647	1.6719936737298	4.01674943414949	0.000119338374659237	0.0297152552901501	0.0273498430850623	ANGPT1/BAX/BBS10/BCL2/BCL2L1/BDNF/BOK/BRAF/CD2AP/CHL1/CITED1/CNTFR/CORO1A/F2R/FBXO7/FGF2/GBE1/GRINA/GRN/HIF1A/HIPK2/IL27RA/IL6ST/JAK2/KDR/KIF14/KRAS/LIG4/MDK/MEF2C/MFSD8/NPPC/NR4A2/NTF4/PARK7/PIK3CA/PRKCI/PTPRZ1/RASA1/ROCK1/SIRT1/SLC25A27/TMBIM4/UCP2/VEGFB/VPS54/VSTM2L/XRCC2/GPRASP3	49
BP	GO:0046599	regulation of centriole replication	12/3273	23/18986	0.521739130434783	3.02650141473718	4.43819167948173	0.000138631254241945	0.0331915214483119	0.0305493893457048	ALMS1/CENPJ/CEP120/CEP295/KAT2A/KAT2B/MDM1/PLK4/PPP1R35/STIL/TRIM37/VPS4B	12
BP	GO:0006936	muscle contraction	89/3273	358/18986	0.248603351955307	1.44209692643552	3.85411476334007	0.000147770359010182	0.0340692772162364	0.0313572734538955	ABCC9/ADRA1B/ADRA2C/ANK2/ANXA6/ARG2/ARHGAP42/ASPH/ATP2B1/ATP8A2/BBS2/CACNB2/CALD1/CERT1/CHGA/CHRM2/CHRNA3/CHRNG/CHUK/CNN1/CRYAB/CTNNA3/DAPK3/DMD/DOCK5/DSG2/EDN1/EDNRB/ENO1/F2R/FKBP1B/FXYD1/GAMT/GSN/GSTO1/HOMER1/HTR2A/HTR7/ITGA2/JSRP1/KCND2/KCND3/KCNJ2/KCNJ3/KCNJ5/KCNMA1/KCNQ1/LARGE1/LTB4R/MAP2K3/MAP2K6/MYOCD/NOS1/NUP155/PDE5A/PIK3C2A/PIK3CA/PIK3CG/PRKACA/PTGER3/PTGS2/ROCK1/RPS6KB1/RYR2/SCN1B/SCN2A/SCN3A/SCN7A/SCN8A/SCN9A/SGCA/SGCD/SLC8A1/SMAD5/SNTA1/SNTB1/SULF1/TACR1/TACR3/TBXA2R/TMEM38B/TMOD2/TNNT1/TNNT2/UTRN/UTS2/VEGFB/VPS54/ZDHHC21	89
BP	GO:0045745	positive regulation of G protein-coupled receptor signaling pathway	17/3273	40/18986	0.425	2.46533761075466	4.23406649363498	0.000158714864161523	0.0352857153359101	0.0324768799109463	CAV2/CCL5/CHGA/EDN1/F2/GAS2L2/HIF1A/LRRK2/NOS1/PDE6G/POMC/PTGDR2/SLC39A14/TMOD2/TREM2/VPS35/PHB1	17
BP	GO:0016197	endosomal transport	75/3273	294/18986	0.255102040816327	1.47979448424649	3.78398824113342	0.000204492932024853	0.0430114949109537	0.0395876671824682	ABCA1/ACAP2/AKAP5/ALMS1/ALS2/ALS2CL/ANKRD50/ANXA8/AP5B1/AP5M1/AP5S1/ASB15/ATP6AP1/BLOC1S1/CALY/CLTCL1/CMTM6/CORO1A/DENND10/DENND1C/DNAJC13/EEA1/EHD2/EIPR1/EPG5/EPS15/EVI5/GOSR1/HEATR5A/HEATR5B/HOOK1/ITSN2/LAMTOR1/LMTK2/LRRC7/LRRK2/LYST/MAP2K2/MVB12A/MYO5B/PIK3C3/PIKFYVE/PREPL/RAB11FIP4/RAB13/RAB4B/RAB5A/RAB7B/RAB8A/RAB9B/RASSF9/RDX/REPS2/RGP1/RHOBTB3/SNF8/SNX16/SNX7/STAM/STX8/TBC1D23/TBC1D5/TMEM50B/UBXN6/VPS28/VPS35/VPS36/VPS37A/VPS4B/VPS50/VPS54/WAS/ZFYVE16/BTBD8/BLTP3B	75
BP	GO:0042274	ribosomal small subunit biogenesis	34/3273	108/18986	0.314814814814815	1.82617600796641	3.92966215152502	0.000207284312823873	0.0430114949109537	0.0395876671824682	BYSL/DDX52/DNTTIP2/EMG1/FBL/MCAT/RPS11/RPS12/RPS13/RPS14/RPS15/RPS15A/RPS16/RPS17/RPS19/RPS19BP1/RPS21/RPS24/RPS25/RPS27/RPS28/RPS4X/RPS5/RPS7/RPS8/RPS9/RPSA/RRP36/SNU13/SRFBP1/TSR3/UTP15/WDR36/WDR46	34
BP	GO:0006493	protein O-linked glycosylation	32/3273	100/18986	0.32	1.8562542010388	3.9181537216458	0.00022530750525154	0.0452432006513172	0.0416417232965749	B3GALNT2/B3GALT1/B3GALT2/B3GALT4/B3GNT2/B3GNT3/B3GNT5/B3GNT6/B3GNT8/C1GALT1/DPM3/EOGT/FKTN/GALNT1/GALNT3/GALNT4/GALNT7/GALNT8/GXYLT1/GXYLT2/LARGE1/OGA/OGT/POGLUT3/POMGNT2/ST6GALNAC4/ST8SIA6/TET1/TET2/TMTC2/TMTC3/VEGFB	32
BP	GO:1904019	epithelial cell apoptotic process	27/3273	80/18986	0.3375	1.95776810265811	3.91790845490612	0.00025878527302872	0.0488757119489186	0.0449850771740374	ANXA2/BAX/BCL2/BCL2L1/BOK/CASP3/E2F1/GSN/HMOX1/JAK2/KRT18/KRT8/MDK/NFKBIZ/PIAS4/PIK3CG/PLA2R1/PPARA/PRKAA1/RB1/RYR2/SRSF6/STK3/STK4/TIA1/TMF1/USP53	27
BP	GO:0051261	protein depolymerization	37/3273	122/18986	0.30327868852459	1.75925731143534	3.83973057806775	0.000259100159729207	0.0488757119489186	0.0449850771740374	ADD3/APC/ASPH/ATXN7/AURKB/AVIL/CAMSAP2/CAPZA1/CAPZA2/CFL1/CFL2/CKAP2/CRACD/DNAJC6/GAS2L2/GSN/HDGFL3/KIF18A/KIF2C/MAP1B/MAP6D1/NAV3/NCKAP5/PDXP/PIK3CA/PLEKHH2/RDX/SEMA5A/SH3BP1/SH3GL1/SPAST/SYNJ1/TMOD2/TTBK2/TWF1/VPS4B/WDR47	37
BP	GO:1901798	positive regulation of signal transduction by p53 class mediator	14/3273	31/18986	0.451612903225806	2.61971359017573	4.11913406215455	0.000278441003498249	0.0509792719640176	0.046921188298482	ATM/ATR/DDX5/PLA2R1/RPL11/RPL23/RPL26/RPL37/RPS15/RPS20/RPS7/SPRED1/UBB/ZNHIT1	14
BP	GO:0050900	leukocyte migration	97/3273	404/18986	0.24009900990099	1.39276498685616	3.6418828232907	0.000294632644992391	0.0519138017485648	0.047781327062767	ADAM10/ALOX5/ASCL2/C5AR1/CCL11/CCL14/CCL4/CCL5/CCR1/CCR7/CD99L2/CHGA/CORO1A/CRK/CSF1R/CXCL16/CXCL9/CXCR1/CYP7B1/DDT/DNM1L/DPEP1/DPP4/ECM1/EDN1/EDNRB/EPX/FCER1G/FER/FUT7/GNAI1/GP1BA/GREM1/HMOX1/IL12A/IL27RA/IL33/IRAK4/ITGA2/ITGA4/ITGB7/JAM2/JAML/LBP/LCK/LGALS3/LGALS9/LYST/MDK/MIF/MOSPD2/MSMP/MSTN/MYO1G/NBL1/P2RY12/PAFAH1B1/PGF/PIK3CG/PIK3R1/PIKFYVE/PODXL2/PPBP/PPIA/PPIB/PTGER4/PTPRJ/PYCARD/RAC2/RAC3/RIN3/RIPOR2/ROCK1/RPL13A/RPS19/SELE/SERPINE1/SOS1/SPN/TACR1/TBX21/TGFB1/THBS1/THY1/TIRAP/TMEM102/TNFRSF11A/TNFSF14/TREM2/TRIM55/VAV3/VEGFA/VEGFB/XCL1/XCL2/YES1/ZNF580	97
BP	GO:0032886	regulation of microtubule-based process	69/3273	269/18986	0.256505576208178	1.48793610445722	3.67849120956869	0.000303082846580146	0.0519138017485648	0.047781327062767	ALMS1/APC/ARL2/ATXN7/AURKA/AURKB/BBS2/BICD1/BORCS5/CALY/CAMSAP2/CCDC39/CCNL1/CENPJ/CEP120/CEP295/CEP70/CEP97/CFAP43/CFAP69/CKAP2/CYB5D1/DIXDC1/EPHA3/GAS2L2/GEN1/GNAI1/HAUS3/HAUS4/HDGFL3/KAT2A/KAT2B/KIF18A/KLHL42/MAP10/MAP1B/MAP2/MAP6D1/MCPH1/MDM1/NAV3/PAFAH1B1/PDCD6IP/PLK4/PPP1R35/PRKAA1/RIPOR2/RNASE10/ROCK1/SENP6/SIRT1/SLC39A12/SPAST/STIL/TACC3/TACR1/TACR3/TMEM67/TPR/TRIM36/TRIM37/TTBK2/TTC21B/TUBB4A/VPS4B/WDR47/WDR62/ODAD2/CLXN	69
BP	GO:0009791	post-embryonic development	29/3273	89/18986	0.325842696629214	1.89014648279934	3.84157043262739	0.000308563962200305	0.0519138017485648	0.047781327062767	ACADM/ACVR2B/AGO2/ALDH5A1/ASH1L/ATM/ATRX/BAX/BCL2/CSRNP1/ERCC1/HEG1/IREB2/ITPR1/JAK2/KDR/LARGE1/MMUT/MORC3/NPPC/NR4A2/PLEKHA1/RAB3A/SCN9A/SLC4A10/SMAD2/VEGFA/VPS54/ZFX	29
BP	GO:0042440	pigment metabolic process	27/3273	81/18986	0.333333333333333	1.93359812608209	3.84293366605743	0.000325180117093937	0.0529123932602676	0.0487004280728196	ABCB7/ABCC2/ALAS2/APPL1/ASIP/ATP7A/BCL2/CITED1/DCT/DDT/FLVCR1/FXN/GPR143/HMBS/HMOX1/IREB2/LCT/MFSD12/OCA2/OPN3/PMEL/RAPGEF2/SLC24A5/SLC25A39/TRPC1/TYR/ZEB2	27
BP	GO:0120197	mucociliary clearance	7/3273	10/18986	0.7	4.06055606477238	4.41821404428629	0.000331499331269147	0.0529123932602676	0.0487004280728196	CFAP221/CFAP43/CFAP54/DNAH9/NEK10/SPAG16/VANGL1	7
BP	GO:0044331	cell-cell adhesion mediated by cadherin	19/3273	50/18986	0.38	2.20430186373358	3.89157125027093	0.000383305554366401	0.0590694096075643	0.0543673297812678	BHLHA15/CD2AP/CDH1/CDH10/CDH19/CDH20/CDH22/CDH6/CDH7/CDH8/CDH9/DENND6A/FER/FLOT1/MAD2L2/NEXMIF/PLEKHA7/TJP1/VEGFA	19
