category	subcategory	ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
Human Diseases	Cancer: specific types	hsa05220	Chronic myeloid leukemia	23/1529	77/9560	0.298701298701299	1.86761570672624	3.33522435458261	0.00159148090200422	0.0463115964772238	0.0372951176577251	581/598/673/1021/1147/1398/1869/4616/3845/5605/4193/5290/5291/5295/8503/5781/5925/53358/4088/6654/6655/6776/7040	23
Cellular Processes	Cell growth and death	hsa04110	Cell cycle	40/1529	158/9560	0.253164556962025	1.58289938819945	3.22357055462318	0.00159441352948222	0.0463115964772238	0.0372951176577251	10393/472/545/546/9212/9133/896/8556/991/996/8318/8317/1021/10926/1663/1869/1875/114799/4616/8379/9587/10459/4193/25836/23244/23047/5518/9232/5925/5933/5934/9978/2810/4087/4088/27127/9126/10735/7040/7272	40
Cellular Processes	Transport and catabolism	hsa04140	Autophagy - animal	42/1529	169/9560	0.248520710059172	1.55386395563485	3.16968201497347	0.00181541589359745	0.0463115964772238	0.0372951176577251	60673/115201/84971/596/598/57448/203228/1508/1509/1613/57724/3091/3708/3845/81631/5605/6885/5170/5289/5290/5291/5295/8503/5562/5566/116442/338382/4218/9821/6198/10325/58528/6237/9342/55014/8417/10010/8887/7311/7314/8673/23001	42
Human Diseases	Infectious disease: bacterial	hsa05132	Salmonella infection	58/1529	251/9560	0.231075697211155	1.44478983998603	3.11576980726215	0.00185777177845597	0.0463115964772238	0.0372951176577251	64746/71/302/10095/10093/581/596/330/55845/836/837/929/1147/27128/1783/2597/3654/51135/3798/3799/3800/147700/5605/5606/5608/6885/4646/10787/5063/5216/5286/5289/5290/5291/5294/5585/5420/5788/29108/5868/5878/338382/51209/391/6237/257397/83439/114609/7099/10333/54106/8795/8743/7277/203068/7280/10382/25828	58
Cellular Processes	Cell motility	hsa04810	Regulation of actin cytoskeleton	54/1529	232/9560	0.232758620689655	1.45531223923682	3.06326246220694	0.00221453089717626	0.0515247522076344	0.0414933157576184	71/324/23365/9459/10095/10093/673/55845/1072/1073/1129/1398/1730/2147/2149/2247/2252/10672/55970/2934/10788/3673/3676/8516/3681/3694/3695/3696/3827/3845/1902/9170/5605/91807/340156/10787/5063/5216/5290/5291/5295/8503/200576/8394/5499/4659/5880/5881/5962/6093/6237/6654/6655/10451	54
Human Diseases	Infectious disease: viral	hsa05165	Human papillomavirus infection	73/1529	333/9560	0.219219219219219	1.37065777353547	3.00393222395568	0.00236967510163925	0.0516885381545062	0.0416252139564264	324/472/537/535/50617/533/527/523/545/8313/581/10134/836/896/1021/1101/1147/1277/1286/1287/131873/1385/1869/5610/1978/355/8323/390992/55502/3456/9636/3673/3676/8516/3694/3695/3696/182/3845/84441/5605/4193/4599/84612/5290/5291/5295/8503/5315/5518/5523/5566/5584/5734/5743/5925/5933/5934/5986/6198/6654/6655/83439/7057/148022/7098/7143/7422/51384/81029/7479/64398/9368	73
Cellular Processes	Cell growth and death	hsa04218	Cellular senescence	39/1529	157/9560	0.248407643312102	1.55315701116004	3.04923004298547	0.00261514059570739	0.0530213047733799	0.0426985021097646	472/545/9133/896/1021/1869/1875/1978/4616/28996/10114/3708/3709/3845/132660/286826/5605/5606/5608/4193/4361/4605/4683/5290/5291/5295/8503/5499/5925/5928/5933/5934/6237/5054/23411/4087/4088/7040/54822	39
Human Diseases	Neurodegenerative disease	hsa05012	Parkinson disease	61/1529	271/9560	0.225092250922509	1.40737862578103	2.9684077950961	0.0027712732476887	0.0530213047733799	0.0426985021097646	22926/513/516/581/598/836/1327/9377/1329/1337/1339/9167/1350/1351/2770/3708/3709/3798/3799/3800/147700/120892/4128/55967/51079/4695/56901/54539/4713/4717/4722/374291/4728/4723/11315/5566/5688/5689/5693/5694/5702/5704/5710/5714/6390/221074/23516/283375/25800/7277/203068/7280/10382/25828/7311/7314/7345/10975/7384/7388/27089	61
Metabolism	Energy metabolism	hsa00190	Oxidative phosphorylation	35/1529	138/9560	0.253623188405797	1.58576695955489	3.02425233941475	0.00292901440494192	0.0530213047733799	0.0426985021097646	495/513/516/10632/537/535/50617/533/527/523/1327/9377/1329/1337/1339/9167/1350/1351/64077/55967/51079/4695/56901/54539/4713/4717/4722/374291/4728/4723/6390/10975/7384/7388/27089	35
Human Diseases	Cancer: overview	hsa05235	PD-L1 expression and PD-1 checkpoint pathway in cancer	25/1529	90/9560	0.277777777777778	1.7367923842744	3.06419608936331	0.0030934054252014	0.0530213047733799	0.0426985021097646	116071/919/915/916/1147/1460/3091/3717/3845/3932/5605/5606/5608/4794/5290/5291/5295/8503/5781/5777/6198/148022/114609/7099/54106	25
Human Diseases	Neurodegenerative disease	hsa05020	Prion disease	62/1529	278/9560	0.223021582733813	1.39443187111527	2.91204965616701	0.00322349671712063	0.0530213047733799	0.0426985021097646	513/516/581/712/713/836/858/6352/1327/9377/1329/1337/1339/9167/1350/1351/1385/1460/116444/3708/3709/3798/3799/3800/147700/4685/4689/55967/51079/4695/56901/54539/4713/4717/4722/374291/4728/4723/5290/5291/5295/8503/5566/5688/5689/5693/5694/5702/5704/5710/5714/5880/6262/6390/7277/203068/7280/10382/10975/7384/7388/27089	62
Environmental Information Processing	Signal transduction	hsa04064	NF-kappa B signaling pathway	28/1529	105/9560	0.266666666666667	1.66732068890342	3.00001642838937	0.00345199014850966	0.0530213047733799	0.0426985021097646	472/596/597/598/330/29760/6351/929/1147/1460/4616/3654/51135/3929/3932/4049/4050/6885/51588/5743/5971/257397/148022/114609/7099/8792/8740/7188	28
Human Diseases	Cancer: specific types	hsa05212	Pancreatic cancer	22/1529	77/9560	0.285714285714286	1.7864150238251	3.02307867404564	0.0036729728897435	0.0530213047733799	0.0426985021097646	9459/581/598/673/675/1021/1147/1869/4616/3845/5290/5291/5295/8503/5880/5881/5925/6198/4087/4088/7040/7422	22
Human Diseases	Cancer: overview	hsa05208	Chemical carcinogenesis - reactive oxygen species	52/1529	227/9560	0.229074889867841	1.43227988694347	2.87602386491286	0.00375781734572062	0.0530213047733799	0.0426985021097646	196/405/513/516/673/1147/1327/9377/1329/1337/1339/9167/1350/1351/2944/9446/3082/3091/3162/3845/5605/4258/55967/51079/4695/56901/54539/4713/4717/4722/374291/4728/4723/50507/5170/5290/5291/5295/8503/5781/5795/6390/10861/1836/115019/6654/6655/10975/7384/7388/27089/7422	52
Human Diseases	Cancer: specific types	hsa05213	Endometrial cancer	18/1529	59/9560	0.305084745762712	1.90752790679629	3.05088962441926	0.00383840037754135	0.0530213047733799	0.0426985021097646	324/8313/581/673/999/1496/29119/4616/3845/5605/5170/5290/5291/5295/8503/6654/6655/83439	18
Human Diseases	Cancer: specific types	hsa05210	Colorectal cancer	24/1529	87/9560	0.275862068965517	1.72481450576216	2.96324728071374	0.00408225592897264	0.0530213047733799	0.0426985021097646	324/26060/8313/581/596/332/673/836/4616/3845/5605/5290/5291/5295/8503/5880/5881/6198/4087/4088/6654/6655/83439/7040	24
Human Diseases	Cancer: specific types	hsa05223	Non-small cell lung cancer	21/1529	73/9560	0.287671232876712	1.79865074316636	2.98867740644892	0.00410193475324143	0.0530213047733799	0.0426985021097646	581/673/1021/1869/4616/3082/3798/3799/3800/3845/5605/5170/5290/5291/5295/8503/5925/6654/6655/6776/6789	21
Human Diseases	Cancer: specific types	hsa05211	Renal cell carcinoma	20/1529	70/9560	0.285714285714286	1.7864150238251	2.88132917089174	0.0054653753287706	0.0672126128392366	0.0541268817013307	405/673/1398/3082/3091/3845/5605/5063/5290/5291/5295/8503/5546/5781/5906/9978/6654/6655/7040/7422	20
Human Diseases	Cardiovascular disease	hsa05415	Diabetic cardiomyopathy	47/1529	205/9560	0.229268292682927	1.43348912887428	2.73752696541313	0.00558500221300247	0.0672126128392366	0.0541268817013307	513/516/1215/1277/1327/9377/1329/1337/1339/9167/1350/1351/1509/2539/2597/2673/4318/4689/55967/51079/4695/56901/54539/4713/4717/4722/374291/4728/4723/5165/5290/5291/5295/8503/5465/5499/5880/6262/6390/4087/4088/9882/7040/10975/7384/7388/27089	47
Human Diseases	Drug resistance: antineoplastic	hsa01521	EGFR tyrosine kinase inhibitor resistance	22/1529	80/9560	0.275	1.71942446043165	2.81936422801045	0.00605915853222333	0.0702647952088595	0.0565848298017358	581/596/598/673/1977/9470/1978/2247/3082/3717/3791/3845/5605/5290/5291/5295/8503/6198/53358/6654/6655/7422	22
Environmental Information Processing	Signal transduction	hsa04151	PI3K-Akt signaling pathway	76/1529	362/9560	0.209944751381215	1.3126696031422	2.64617404663064	0.0062412855343113	0.0702647952088595	0.0565848298017358	284/285/596/598/627/896/11140/1021/1101/1129/1147/1277/1286/1287/131873/1385/1436/1977/9470/1978/2057/2066/2149/2247/2252/92579/2690/2783/55970/2792/2793/3082/3456/3560/3673/3676/8516/3694/3695/3696/3717/3791/3845/1902/9170/5605/4193/4515/4902/4909/5170/5228/23035/5290/5291/5294/5295/8503/5585/5586/5518/5523/5562/5618/5934/6198/23678/6654/6655/7010/7057/117145/7099/7143/7422/7423	76
Human Diseases	Neurodegenerative disease	hsa05010	Alzheimer disease	81/1529	391/9560	0.207161125319693	1.29526511318265	2.60114575875772	0.00692123571917965	0.0754847270623031	0.0607884847704265	102/324/348/22926/60673/513/516/8313/673/836/1147/1327/9377/1329/1337/1339/9167/1350/1351/1460/22943/5610/355/8323/2597/3028/3416/3708/3709/3798/3799/3800/147700/3845/4040/5605/8883/55967/51079/4695/56901/54539/4713/4717/4722/374291/4728/4723/4842/50507/5289/5290/5291/5295/8503/5688/5689/5693/5694/5702/5704/5710/5714/5743/9821/6390/221074/23516/283375/25800/7277/203068/7280/10382/10975/7384/7388/27089/51384/81029/7479	81
Human Diseases	Cardiovascular disease	hsa05412	Arrhythmogenic right ventricular cardiomyopathy	23/1529	86/9560	0.267441860465116	1.67216755137117	2.73202858626481	0.00732041899999215	0.0774189766968866	0.0623461522487369	71/783/785/1496/29119/1756/1829/3673/3676/8516/3694/3695/3696/4000/4842/6262/6442/6444/6546/6640/6641/6645/83439	23
Cellular Processes	Cellular community - eukaryotes	hsa04510	Focal adhesion	46/1529	203/9560	0.226600985221675	1.41681191544749	2.61905724210181	0.00758886043522782	0.0778974203498386	0.0627314469413569	71/596/330/673/858/896/1101/1277/1286/1287/131873/1398/3082/3673/3676/8516/3694/3695/3696/3791/91807/340156/5063/64098/5170/5228/5290/5291/5295/8503/8394/5499/4659/5880/5881/5906/6093/53358/6654/6655/7057/7143/10451/7422/7423/7791	46
Genetic Information Processing	Replication and repair	hsa03440	Homologous recombination	13/1529	41/9560	0.317073170731707	1.98248496546444	2.75072604018809	0.00925580219205581	0.0865441078132096	0.0696946969872627	472/641/675/83990/146956/4361/4683/79728/57804/25788/5932/51720/7516	13
NA	NA	hsa04517	IgSF CAM signaling	64/1529	302/9560	0.211920529801325	1.32502306402921	2.50428772019312	0.00930978535657374	0.0865441078132096	0.0696946969872627	71/287/10095/10093/253559/10666/23607/999/1272/26047/1445/9046/342035/3556/11141/3676/58494/120425/3737/3791/3932/4008/94030/4133/5605/91807/340156/4685/25945/22871/57502/4897/5063/84612/5170/5290/5291/5295/8503/91584/8500/8541/5584/5781/5777/5789/5803/5817/5906/9693/51735/5921/5962/6334/139065/84189/117178/7082/7225/7277/203068/7280/10382/10451	64
Genetic Information Processing	Chromosome	hsa03083	Polycomb repressive complex	22/1529	83/9560	0.265060240963855	1.65727658836786	2.62407914564444	0.00959476058767324	0.0865441078132096	0.0696946969872627	121536/55252/9212/648/1460/100170841/55777/23269/22823/8473/7703/84333/80012/5928/6322/10389/57713/23512/7321/10600/85015/54554	22
Organismal Systems	Endocrine system	hsa04910	Insulin signaling pathway	33/1529	138/9560	0.239130434782609	1.49515170472318	2.55641544294709	0.00974778913476977	0.0865441078132096	0.0696946969872627	673/1398/1977/9470/1978/2203/10211/92579/2645/3845/5605/2872/5140/5170/5255/5257/5290/5291/5295/8503/5499/5506/5507/5562/5565/5566/5584/6198/53358/8651/122809/6654/6655	33
Cellular Processes	Cellular community - eukaryotes	hsa04520	Adherens junction	24/1529	93/9560	0.258064516129032	1.6135361505517	2.59418296660976	0.00994215326950708	0.0865441078132096	0.0696946969872627	71/999/1460/1496/29119/2241/57493/889/4008/6885/25945/5777/5787/5795/5880/5881/5906/6093/4088/117178/83439/7082/7454/7525	24
Human Diseases	Infectious disease: parasitic	hsa05142	Chagas disease	26/1529	103/9560	0.252427184466019	1.57828900163188	2.5746133154013	0.0101063976990898	0.0865441078132096	0.0696946969872627	712/713/6352/919/915/916/1147/355/2770/3456/3592/3654/51135/3827/5290/5291/5295/8503/5518/5054/4087/7040/148022/7099/10333/54106	26
Genetic Information Processing	Replication and repair	hsa03460	Fanconi anemia pathway	16/1529	55/9560	0.290909090909091	1.81889529698555	2.65741157053607	0.0102144561217733	0.0865441078132096	0.0696946969872627	545/641/675/83990/378708/201254/146956/2067/2072/2187/2178/55120/79728/51455/5980/80010	16
Genetic Information Processing	Folding, sorting and degradation	hsa03050	Proteasome	14/1529	46/9560	0.304347826086957	1.90292035146586	2.67837846715798	0.0104150502239393	0.0865441078132096	0.0696946969872627	5688/5689/5699/5693/5694/5696/5698/5702/5704/5710/5714/5720/10197/23198	14
Metabolism	Glycan biosynthesis and metabolism	hsa00514	Other types of O-glycan biosynthesis	14/1529	47/9560	0.297872340425532	1.8624326844134	2.58607161929181	0.0127051675135837	0.102265776753175	0.0823554890456876	8704/56913/79709/285203/2589/2591/8693/51809/26290/283464/727936/8473/5986/84620	14
Cellular Processes	Transport and catabolism	hsa04144	Endocytosis	54/1529	252/9560	0.214285714285714	1.33981126786882	2.3852561224666	0.0128931065247556	0.102265776753175	0.0823554890456876	23527/1175/116984/381/10565/10564/10095/10093/829/830/858/1211/1212/8218/3577/27128/9829/1759/8411/30846/29924/55040/2060/3560/3798/3799/3800/4193/93343/4734/84612/10015/8394/5584/84249/23362/22841/84440/57403/5868/5878/4218/6455/4087/4088/11267/8027/51160/55737/51028/137492/9525/11059/9765	54
Human Diseases	Infectious disease: viral	hsa05161	Hepatitis B	37/1529	163/9560	0.226993865030675	1.41926837782423	2.35568088276928	0.0150684602286054	0.115337913540568	0.0928825906057359	537/581/596/332/673/836/1147/1385/1654/1869/355/3456/3654/51135/3665/3717/3845/5605/5606/5608/4214/6885/4318/5290/5291/5295/8503/5925/4088/6654/6655/6776/7040/148022/114609/7098/7099	37
Cellular Processes	Cell growth and death	hsa04210	Apoptosis	32/1529	137/9560	0.233576642335766	1.46042688079132	2.36838073298156	0.0152021318706766	0.115337913540568	0.0928825906057359	71/472/581/596/597/598/330/332/836/1147/1508/1509/1521/1522/355/4616/3002/3708/3709/3845/4000/5605/143/5170/5290/5291/5295/8503/5551/8795/8743/7277	32
Human Diseases	Infectious disease: bacterial	hsa05135	Yersinia infection	32/1529	138/9560	0.231884057971014	1.44984407730732	2.32249699471326	0.0168487259041579	0.125110751926619	0.100752739449276	71/23365/10095/10093/1147/1398/3456/3654/51135/3676/3932/5605/5606/5608/6885/4210/5290/5291/5295/8503/8394/5585/5586/29108/5880/5881/391/6093/148022/7099/10451/7454	32
Human Diseases	Cancer: specific types	hsa05225	Hepatocellular carcinoma	38/1529	170/9560	0.223529411764706	1.3976070480514	2.28229037790979	0.017671964232527	0.128489906607332	0.103474001098349	71/324/196528/8313/581/598/673/1021/8110/1869/8323/4616/2944/9446/2950/3082/3162/3845/4040/5605/4258/5290/5291/5295/8503/5925/6198/53358/4087/4088/6654/6655/83439/7040/7296/51384/81029/7479	38
Human Diseases	Infectious disease: bacterial	hsa05100	Bacterial invasion of epithelial cells	20/1529	78/9560	0.256410256410256	1.60319297009944	2.33388126532352	0.018861150935087	0.130328991479223	0.104955031593885	71/10095/10093/858/23607/999/1211/1212/8218/1398/1496/29119/1759/10459/5290/5291/5295/8503/391/53358	20
Human Diseases	Infectious disease: bacterial	hsa05130	Pathogenic Escherichia coli infection	44/1529	203/9560	0.216748768472906	1.35521139738456	2.23198749440339	0.0191536599058797	0.130328991479223	0.104955031593885	71/23365/10095/10093/581/55845/836/837/1147/53842/1365/100288814/1364/27128/2147/2149/355/2597/10672/3654/51135/1902/9170/6885/64005/4645/4646/10787/5063/5781/5777/29108/6093/257397/114609/7082/7099/8795/8743/7277/203068/7280/10382/9368	44
Human Diseases	Infectious disease: viral	hsa05170	Human immunodeficiency virus 1 infection	46/1529	214/9560	0.214953271028037	1.34398513474692	2.22054119186824	0.0194735233901969	0.130328991479223	0.104955031593885	8907/472/545/581/596/598/836/9133/919/915/916/1072/1073/1147/1398/8065/9730/355/2770/2783/55970/2792/2793/3456/3654/51135/3708/3709/3845/5605/5606/5608/6885/5063/5290/5291/5295/8503/5880/5881/9978/6198/340061/7099/7133/7188	46
Human Diseases	Cancer: specific types	hsa05226	Gastric cancer	34/1529	150/9560	0.226666666666667	1.41722258556791	2.24721067108081	0.0196030156124583	0.130328991479223	0.104955031593885	5243/324/8313/581/596/673/999/1496/29119/1869/2247/2252/8323/4616/3082/3845/4040/5605/5290/5291/5295/8503/5925/6198/53358/4087/4088/6654/6655/83439/7040/51384/81029/7479	34
Organismal Systems	Immune system	hsa04062	Chemokine signaling pathway	42/1529	193/9560	0.217616580310881	1.36063734975279	2.20838230069718	0.0203791012611146	0.130328991479223	0.104955031593885	112/673/6356/6358/6361/6351/6352/1230/2826/1236/1237/1147/1398/58191/4283/3577/10663/2770/2783/55970/2792/2793/3717/3845/5290/5291/5294/5295/8503/5473/5566/5880/5881/5906/6093/53358/6654/6655/10451/7454/6375/6846	42
Environmental Information Processing	Signal transduction	hsa04371	Apelin signaling pathway	32/1529	140/9560	0.228571428571429	1.42913201906008	2.2317967817324	0.020568602550613	0.130328991479223	0.104955031593885	112/999/10672/2770/2783/55970/2792/2793/3708/3709/182/3845/81631/5605/4208/91807/340156/4842/5140/5289/5294/5562/5565/5566/6198/6237/6262/5054/6546/4087/4088/7019	32
Organismal Systems	Immune system	hsa04620	Toll-like receptor signaling pathway	26/1529	109/9560	0.238532110091743	1.49141070796407	2.25135584187164	0.0207911004103858	0.130328991479223	0.104955031593885	6351/6352/929/1147/4283/3456/3592/3654/51135/3665/3929/5605/5606/5608/6885/5290/5291/5295/8503/148022/114609/7096/7098/7099/10333/54106	26
Human Diseases	Neurodegenerative disease	hsa05022	Pathways of neurodegeneration - multiple diseases	94/1529	483/9560	0.194616977225673	1.21683342202579	2.13380035000152	0.0210902910087236	0.130328991479223	0.104955031593885	57679/324/22926/60673/513/516/8313/581/596/598/627/673/203228/836/9973/1327/9377/1329/1337/1339/9167/1350/1351/1460/22943/201625/127602/8632/1767/1770/83544/355/8323/2891/3028/3708/3709/3798/3799/3800/147700/3845/4040/120892/81631/5605/5606/5608/55967/51079/4695/56901/54539/4713/4717/4722/374291/4728/4723/4842/50507/11315/5289/5688/5689/5693/5694/5702/5704/5710/5714/5743/116442/5868/4218/9821/6262/6390/10010/7133/7277/203068/7280/10382/7311/7314/7345/10975/7384/7388/27089/51384/81029/7479	94
Human Diseases	Cardiovascular disease	hsa05410	Hypertrophic cardiomyopathy	24/1529	99/9560	0.242424242424242	1.51574608082129	2.25066145399998	0.0212858238232541	0.130328991479223	0.104955031593885	71/783/785/1756/1906/3673/3676/8516/3694/3695/3696/4000/4842/5562/5565/6262/6442/6444/6546/6640/6641/6645/7040/7139	24
Human Diseases	Endocrine and metabolic disease	hsa04932	Non-alcoholic fatty liver disease	35/1529	157/9560	0.222929936305732	1.39385885616926	2.17111278117698	0.0229756209088663	0.135041844194463	0.108750331473146	581/836/1327/9377/1329/1337/1339/9167/1350/1351/355/55967/51079/4695/56901/54539/4713/4717/4722/374291/4728/4723/5290/5291/5295/8503/5465/5562/5565/6390/7040/10975/7384/7388/27089	35
Human Diseases	Infectious disease: viral	hsa05162	Measles	31/1529	136/9560	0.227941176470588	1.42519139768399	2.17902114930247	0.023216129566945	0.135041844194463	0.108750331473146	581/596/598/836/896/915/916/4179/1021/1147/1460/5610/355/3456/3592/3560/3654/51135/3665/6885/4599/4938/4940/5290/5291/5295/8503/51209/6776/7099/54106	31
Environmental Information Processing	Signal transduction	hsa04066	HIF-1 signaling pathway	26/1529	110/9560	0.236363636363636	1.47785242880076	2.19937556951958	0.0232163628987615	0.135041844194463	0.108750331473146	284/285/405/596/1906/1977/9470/1978/2023/2597/3091/3162/5605/2872/5163/5290/5291/5295/8503/9978/6198/5054/7010/7076/7099/7422	26
Environmental Information Processing	Signal transduction	hsa04010	MAPK signaling pathway	61/1529	300/9560	0.203333333333333	1.27133202528886	2.08344169420949	0.0250911631111066	0.140513367254011	0.113156594953464	284/285/627/673/777/783/785/836/929/1147/1398/1436/1844/1847/1852/51295/2005/2066/355/2247/2252/4616/55970/3082/3556/3654/51135/3727/3791/3845/5605/5606/5608/4214/10746/6885/4293/4208/2872/4902/4909/5228/5566/5778/5880/5881/5906/9693/5921/5922/5971/6237/6654/6655/6788/6789/51347/7010/7040/7422/7423	61
Organismal Systems	Nervous system	hsa04725	Cholinergic synapse	27/1529	116/9560	0.232758620689655	1.45531223923682	2.15270981381374	0.0253625775823884	0.140513367254011	0.113156594953464	112/596/1103/1129/1136/1137/1385/2770/2783/55970/2792/2793/3708/3709/3717/3759/3760/3761/3784/3845/5290/5291/5294/5295/8503/5566/6572	27
Environmental Information Processing	Signal transduction	hsa04015	Rap1 signaling pathway	45/1529	212/9560	0.212264150943396	1.32717153892666	2.1018864765612	0.0253648771833888	0.140513367254011	0.113156594953464	71/112/284/285/54518/673/999/1398/1436/2149/2247/2252/2357/2770/3082/3791/3845/889/1902/9170/5605/5606/5608/5028/84612/5216/5228/5290/5291/5295/8503/5584/5880/5881/5906/9693/11069/51735/6237/8631/7010/7057/10451/7422/7423	45
Organismal Systems	Endocrine system	hsa04919	Thyroid hormone signaling pathway	28/1529	122/9560	0.229508196721311	1.43498911749885	2.10981065538119	0.027490269628767	0.149362408685432	0.120282802349601	71/478/1734/486/3091/2648/8850/3845/5605/4193/5469/9968/116931/9969/23389/9282/10499/8202/5170/5290/5291/5295/8503/84812/5566/53919/9882/7068	28
Organismal Systems	Endocrine system	hsa04917	Prolactin signaling pathway	18/1529	71/9560	0.253521126760563	1.58512882395748	2.15921358489583	0.0279243333840129	0.149362408685432	0.120282802349601	2645/3717/3845/5605/5290/5291/5295/8503/5618/53358/8651/122809/9655/9306/6654/6655/6776/8792	18
NA	NA	hsa04518	Integrin signaling	34/1529	154/9560	0.220779220779221	1.38041160931939	2.07652323970918	0.0282461861697378	0.149362408685432	0.120282802349601	71/9459/896/999/1101/1277/1286/1287/131873/80144/158326/341640/3082/3673/3676/8516/3681/3694/3695/3696/3791/64098/5228/5290/5291/5295/8503/5880/5881/7040/7057/7143/7422/7423	34
