category	subcategory	ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
Organismal Systems	Endocrine system	mmu04925	Aldosterone synthesis and secretion	2/68	104/10688	0.0192307692307692	3.02262443438914	1.65854441492066	0.141646637778222	0.527025142680138	0.484932961612199	98660/70405	2
Human Diseases	Infectious disease: parasitic	mmu05146	Amoebiasis	2/68	108/10688	0.0185185185185185	2.91067538126362	1.59689387231594	0.150428246613945	0.527025142680138	0.484932961612199	11846/16782	2
Metabolism	Amino acid metabolism	mmu00340	Histidine metabolism	1/68	26/10688	0.0384615384615385	6.04524886877828	2.06096222271101	0.153074579135038	0.527025142680138	0.484932961612199	338403	1
Metabolism	Metabolism of cofactors and vitamins	mmu00790	Folate biosynthesis	1/68	26/10688	0.0384615384615385	6.04524886877828	2.06096222271101	0.153074579135038	0.527025142680138	0.484932961612199	11997	1
Metabolism	Carbohydrate metabolism	mmu00650	Butanoate metabolism	1/68	27/10688	0.037037037037037	5.82135076252723	2.00711261925272	0.158476091854867	0.527025142680138	0.484932961612199	117147	1
Organismal Systems	Sensory system	mmu04744	Phototransduction	1/68	27/10688	0.037037037037037	5.82135076252723	2.00711261925272	0.158476091854867	0.527025142680138	0.484932961612199	70405	1
Metabolism	Glycan biosynthesis and metabolism	mmu00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	1/68	30/10688	0.0333333333333333	5.23921568627451	1.86049447903303	0.174477791714277	0.567052823071401	0.521763731202982	239827	1
Metabolism	Metabolism of other amino acids	mmu00410	beta-Alanine metabolism	1/68	32/10688	0.03125	4.91176470588235	1.77325302688332	0.184978645469108	0.568380299365437	0.522985185282883	338403	1
Cellular Processes	Cell motility	mmu04810	Regulation of actin cytoskeleton	3/68	235/10688	0.0127659574468085	2.00650813516896	1.24839162955684	0.188079826066434	0.568380299365437	0.522985185282883	20259/214230/19241	3
Metabolism	Carbohydrate metabolism	mmu00052	Galactose metabolism	1/68	33/10688	0.0303030303030303	4.76292335115865	1.73231041971586	0.190179607566339	0.568380299365437	0.522985185282883	11997	1
Environmental Information Processing	Signal transduction	mmu04014	Ras signaling pathway	3/68	237/10688	0.0126582278481013	1.98957557706627	1.23271965350883	0.19130135592632	0.568380299365437	0.522985185282883	333050/214230/70405	3
Human Diseases	Infectious disease: viral	mmu05170	Human immunodeficiency virus 1 infection	3/68	243/10688	0.0123456790123457	1.94045025417574	1.18660137015601	0.201050947653523	0.568380299365437	0.522985185282883	214230/19229/70405	3
Environmental Information Processing	Signal transduction	mmu04071	Sphingolipid signaling pathway	2/68	131/10688	0.0152671755725191	2.39964077233947	1.28973971999265	0.202693756655322	0.568380299365437	0.522985185282883	94226/13610	2
Metabolism	Carbohydrate metabolism	mmu00040	Pentose and glucuronate interconversions	1/68	36/10688	0.0277777777777778	4.36601307189542	1.61871940270787	0.205587077134871	0.568380299365437	0.522985185282883	11997	1
Organismal Systems	Endocrine system	mmu04915	Estrogen signaling pathway	2/68	134/10688	0.0149253731343284	2.3459174714662	1.25453386072352	0.209674064037313	0.568380299365437	0.522985185282883	16669/70405	2
Metabolism	Carbohydrate metabolism	mmu00051	Fructose and mannose metabolism	1/68	37/10688	0.027027027027027	4.24801271860095	1.58359270899634	0.210658432631945	0.568380299365437	0.522985185282883	11997	1
Human Diseases	Infectious disease: bacterial	mmu05150	Staphylococcus aureus infection	2/68	138/10688	0.0144927536231884	2.27791986359761	1.20902988732757	0.21902029516762	0.570276894259245	0.524730303882264	13214/16669	2
Cellular Processes	Cellular community - eukaryotes	mmu04550	Signaling pathways regulating pluripotency of stem cells	2/68	140/10688	0.0142857142857143	2.2453781512605	1.18686221052543	0.223707919999608	0.570276894259245	0.524730303882264	18423/22773	2
Metabolism	Amino acid metabolism	mmu00350	Tyrosine metabolism	1/68	40/10688	0.025	3.92941176470588	1.48523952634015	0.225681880868838	0.570276894259245	0.524730303882264	11529	1
Environmental Information Processing	Signaling molecules and interaction	mmu04080	Neuroactive ligand-receptor interaction	4/68	392/10688	0.0102040816326531	1.60384153661465	0.974657104671443	0.238702132978131	0.570276894259245	0.524730303882264	94226/13610/11555/14805	4
Metabolism	Metabolism of cofactors and vitamins	mmu00760	Nicotinate and nicotinamide metabolism	1/68	43/10688	0.0232558139534884	3.65526675786594	1.39601362183601	0.240423515527522	0.570276894259245	0.524730303882264	223646	1
Human Diseases	Cardiovascular disease	mmu05418	Fluid shear stress and atherosclerosis	2/68	149/10688	0.0134228187919463	2.10975128306356	1.09153883173678	0.244892289073936	0.570276894259245	0.524730303882264	20969/70405	2
Metabolism	Carbohydrate metabolism	mmu00620	Pyruvate metabolism	1/68	44/10688	0.0227272727272727	3.57219251336898	1.36803584810762	0.245275671557971	0.570276894259245	0.524730303882264	11529	1
Organismal Systems	Excretory system	mmu04962	Vasopressin-regulated water reabsorption	1/68	44/10688	0.0227272727272727	3.57219251336898	1.36803584810762	0.245275671557971	0.570276894259245	0.524730303882264	11828	1
Human Diseases	Immune disease	mmu05322	Systemic lupus erythematosus	2/68	150/10688	0.0133333333333333	2.0956862745098	1.08136636337577	0.247252919189323	0.570276894259245	0.524730303882264	97114/319161	2
NA	NA	mmu04518	Integrin signaling	2/68	153/10688	0.0130718954248366	2.05459438677432	1.05131776598357	0.254340141838298	0.577311750521852	0.531203303755845	241639/16782	2
Human Diseases	Substance dependence	mmu05030	Cocaine addiction	1/68	48/10688	0.0208333333333333	3.27450980392157	1.26373996648174	0.264380758843584	0.590725758041133	0.543545968017237	14282	1
Organismal Systems	Digestive system	mmu04979	Cholesterol metabolism	1/68	50/10688	0.02	3.14352941176471	1.21563881568866	0.273753803801271	0.595151604098586	0.547618332810624	16956	1
Cellular Processes	Transport and catabolism	mmu04148	Efferocytosis	2/68	163/10688	0.0122699386503067	1.92854565138939	0.955886026671634	0.277991053330424	0.595151604098586	0.547618332810624	11846/71345	2
Human Diseases	Infectious disease: viral	mmu05160	Hepatitis C	2/68	164/10688	0.0121951219512195	1.9167862266858	0.946715934750738	0.280355915167125	0.595151604098586	0.547618332810624	12740/53624	2
Metabolism	Lipid metabolism	mmu00071	Fatty acid degradation	1/68	52/10688	0.0192307692307692	3.02262443438914	1.1698976257912	0.28300915439653	0.595151604098586	0.547618332810624	11529	1
Organismal Systems	Endocrine system	mmu04923	Regulation of lipolysis in adipocytes	1/68	57/10688	0.0175438596491228	2.75748194014448	1.06453842557322	0.305642129870639	0.633432240166687	0.582841590142332	11555	1
Environmental Information Processing	Membrane transport	mmu02010	ABC transporters	1/68	58/10688	0.0172413793103448	2.70993914807302	1.04483598716441	0.31008351216476	0.633456317708009	0.582863744670601	13214	1
Human Diseases	Cancer: overview	mmu05206	MicroRNAs in cancer	3/68	314/10688	0.00955414012738853	1.50168602472836	0.722010989881698	0.322657934522803	0.649860346996632	0.597957625134921	19143/20724/22061	3
Organismal Systems	Excretory system	mmu04961	Endocrine and other factor-regulated calcium reabsorption	1/68	62/10688	0.0161290322580645	2.53510436432638	0.969993776957294	0.32757083767066	0.650592080373672	0.598630916795797	98660	1
Metabolism	Carbohydrate metabolism	mmu00010	Glycolysis / Gluconeogenesis	1/68	67/10688	0.0149253731343284	2.3459174714662	0.884286979496701	0.348816875384666	0.670797644471552	0.617222712984498	11529	1
Organismal Systems	Nervous system	mmu04720	Long-term potentiation	1/68	67/10688	0.0149253731343284	2.3459174714662	0.884286979496701	0.348816875384666	0.670797644471552	0.617222712984498	70405	1
NA	NA	mmu04082	Neuroactive ligand signaling	2/68	196/10688	0.0102040816326531	1.60384153661465	0.682718986878242	0.355369653851219	0.670797644471552	0.617222712984498	11555/14805	2
Human Diseases	Cancer: specific types	mmu05211	Renal cell carcinoma	1/68	70/10688	0.0142857142857143	2.2453781512605	0.836467370621009	0.361245556050582	0.670797644471552	0.617222712984498	214230	1
Cellular Processes	Cellular community - eukaryotes	mmu04510	Focal adhesion	2/68	202/10688	0.0099009900990099	1.55620267909144	0.638592681603945	0.369184991185948	0.670797644471552	0.617222712984498	214230/16782	2
Metabolism	Xenobiotics biodegradation and metabolism	mmu00982	Drug metabolism - cytochrome P450	1/68	72/10688	0.0138888888888889	2.18300653594771	0.805922053335851	0.369401188004542	0.670797644471552	0.617222712984498	11529	1
Organismal Systems	Endocrine system	mmu04918	Thyroid hormone synthesis	1/68	74/10688	0.0135135135135135	2.12400635930048	0.776363643005215	0.377454200714245	0.670797644471552	0.617222712984498	98660	1
Human Diseases	Cancer: specific types	mmu05214	Glioma	1/68	75/10688	0.0133333333333333	2.0956862745098	0.761934912206339	0.381442623019825	0.670797644471552	0.617222712984498	70405	1
Organismal Systems	Immune system	mmu04613	Neutrophil extracellular trap formation	2/68	209/10688	0.00956937799043062	1.50408105826062	0.588889355003638	0.385161186537903	0.670797644471552	0.617222712984498	97114/319161	2
Human Diseases	Infectious disease: bacterial	mmu05133	Pertussis	1/68	77/10688	0.012987012987013	2.04125286478228	0.733742233348018	0.389344087350621	0.670797644471552	0.617222712984498	70405	1
Human Diseases	Infectious disease: parasitic	mmu05144	Malaria	1/68	77/10688	0.012987012987013	2.04125286478228	0.733742233348018	0.389344087350621	0.670797644471552	0.617222712984498	20969	1
Metabolism	Global and overview maps	mmu01230	Biosynthesis of amino acids	1/68	79/10688	0.0126582278481013	1.98957557706627	0.706391381505509	0.397146083832839	0.676093928429714	0.622095995978758	11846	1
Organismal Systems	Immune system	mmu04623	Cytosolic DNA-sensing pathway	1/68	82/10688	0.0121951219512195	1.9167862266858	0.666836398910643	0.408665270926911	0.681301081059772	0.626887266341343	77125	1
Environmental Information Processing	Signal transduction	mmu04012	ErbB signaling pathway	1/68	84/10688	0.0119047619047619	1.87114845938375	0.641382430557992	0.416223962292592	0.681301081059772	0.626887266341343	214230	1
Organismal Systems	Immune system	mmu04662	B cell receptor signaling pathway	1/68	84/10688	0.0119047619047619	1.87114845938375	0.641382430557992	0.416223962292592	0.681301081059772	0.626887266341343	68713	1
Organismal Systems	Endocrine system	mmu04911	Insulin secretion	1/68	86/10688	0.0116279069767442	1.82763337893297	0.616614063953363	0.423687438204662	0.681301081059772	0.626887266341343	98660	1
Human Diseases	Cancer: overview	mmu05203	Viral carcinogenesis	2/68	228/10688	0.0087719298245614	1.37874097007224	0.462555629752935	0.427627796243454	0.681301081059772	0.626887266341343	20259/319161	2
Organismal Systems	Endocrine system	mmu03320	PPAR signaling pathway	1/68	89/10688	0.0112359550561798	1.76602775941837	0.580667030218797	0.434706704181624	0.681301081059772	0.626887266341343	16956	1
Organismal Systems	Circulatory system	mmu04260	Cardiac muscle contraction	1/68	89/10688	0.0112359550561798	1.76602775941837	0.580667030218797	0.434706704181624	0.681301081059772	0.626887266341343	98660	1
Organismal Systems	Sensory system	mmu04742	Taste transduction	1/68	92/10688	0.0108695652173913	1.70843989769821	0.546067152421466	0.44551831848103	0.681301081059772	0.626887266341343	18573	1
Human Diseases	Substance dependence	mmu05032	Morphine addiction	1/68	93/10688	0.010752688172043	1.69006957621758	0.534815489666615	0.449076713568165	0.681301081059772	0.626887266341343	18573	1
Organismal Systems	Immune system	mmu04666	Fc gamma R-mediated phagocytosis	1/68	94/10688	0.0106382978723404	1.6720901126408	0.523698767198343	0.45261260629845	0.681301081059772	0.626887266341343	20259	1
Human Diseases	Cancer: specific types	mmu05222	Small cell lung cancer	1/68	94/10688	0.0106382978723404	1.6720901126408	0.523698767198343	0.45261260629845	0.681301081059772	0.626887266341343	16782	1
Environmental Information Processing	Signal transduction	mmu04070	Phosphatidylinositol signaling system	1/68	96/10688	0.0104166666666667	1.63725490196078	0.501856921277753	0.459617444581717	0.683746849947834	0.629137697780488	70405	1
Organismal Systems	Immune system	mmu04657	IL-17 signaling pathway	1/68	98/10688	0.0102040816326531	1.60384153661465	0.480516321898703	0.466533944546351	0.683746849947834	0.629137697780488	14282	1
Organismal Systems	Environmental adaptation	mmu04713	Circadian entrainment	1/68	100/10688	0.01	1.57176470588235	0.459653403197579	0.473363203810039	0.683746849947834	0.629137697780488	70405	1
Organismal Systems	Endocrine system	mmu04916	Melanogenesis	1/68	100/10688	0.01	1.57176470588235	0.459653403197579	0.473363203810039	0.683746849947834	0.629137697780488	70405	1
Organismal Systems	Endocrine system	mmu04922	Glucagon signaling pathway	1/68	104/10688	0.00961538461538462	1.51131221719457	0.419274091467639	0.486764323697399	0.690029860912704	0.63491890036134	70405	1
Human Diseases	Infectious disease: viral	mmu05163	Human cytomegalovirus infection	2/68	256/10688	0.0078125	1.22794117647059	0.295378636630136	0.487363747917364	0.690029860912704	0.63491890036134	19229/70405	2
Human Diseases	Infectious disease: parasitic	mmu05145	Toxoplasmosis	1/68	109/10688	0.00917431192660551	1.44198596869941	0.371124414565487	0.503044026995022	0.705247998630276	0.648921603450751	16782	1
Organismal Systems	Immune system	mmu04625	C-type lectin receptor signaling pathway	1/68	112/10688	0.00892857142857143	1.40336134453782	0.343370253360136	0.512566498824277	0.709759584524378	0.653072860254304	70405	1
Organismal Systems	Digestive system	mmu04972	Pancreatic secretion	1/68	115/10688	0.00869565217391304	1.36675191815857	0.316404244387877	0.521909137425119	0.709759584524378	0.653072860254304	98660	1
Organismal Systems	Nervous system	mmu04724	Glutamatergic synapse	1/68	117/10688	0.00854700854700855	1.34338863750628	0.298841506921963	0.528039310905372	0.709759584524378	0.653072860254304	14805	1
Organismal Systems	Immune system	mmu04650	Natural killer cell mediated cytotoxicity	1/68	120/10688	0.00833333333333333	1.30980392156863	0.273087130616909	0.537089633632963	0.709759584524378	0.653072860254304	19229	1
Organismal Systems	Endocrine system	mmu04919	Thyroid hormone signaling pathway	1/68	120/10688	0.00833333333333333	1.30980392156863	0.273087130616909	0.537089633632963	0.709759584524378	0.653072860254304	98660	1
Organismal Systems	Nervous system	mmu04722	Neurotrophin signaling pathway	1/68	121/10688	0.00826446280991736	1.29897909577054	0.264653570910044	0.540068239321169	0.709759584524378	0.653072860254304	70405	1
Organismal Systems	Immune system	mmu04660	T cell receptor signaling pathway	1/68	122/10688	0.00819672131147541	1.28833172613308	0.256293237288299	0.543027959177908	0.709759584524378	0.653072860254304	214230	1
Cellular Processes	Cell growth and death	mmu04114	Oocyte meiosis	1/68	123/10688	0.00813008130081301	1.2778574844572	0.248004754789397	0.545968911172598	0.709759584524378	0.653072860254304	70405	1
Organismal Systems	Sensory system	mmu04750	Inflammatory mediator regulation of TRP channels	1/68	130/10688	0.00769230769230769	1.20904977375566	0.191889252850678	0.566039833115109	0.722061499964412	0.664392252451612	70405	1
Metabolism	Nucleotide metabolism	mmu00230	Purine metabolism	1/68	135/10688	0.00740740740740741	1.16427015250545	0.153694270589953	0.579838405103038	0.722061499964412	0.664392252451612	18573	1
Organismal Systems	Development and regeneration	mmu04380	Osteoclast differentiation	1/68	136/10688	0.00735294117647059	1.15570934256055	0.146230120075092	0.582545785796016	0.722061499964412	0.664392252451612	14282	1
Human Diseases	Infectious disease: bacterial	mmu05135	Yersinia infection	1/68	136/10688	0.00735294117647059	1.15570934256055	0.146230120075092	0.582545785796016	0.722061499964412	0.664392252451612	19229	1
Organismal Systems	Nervous system	mmu04728	Dopaminergic synapse	1/68	137/10688	0.0072992700729927	1.14727350794332	0.138821971000877	0.585235975955784	0.722061499964412	0.664392252451612	70405	1
Environmental Information Processing	Signal transduction	mmu04371	Apelin signaling pathway	1/68	140/10688	0.00714285714285714	1.12268907563025	0.116924347325717	0.593204475252032	0.722061499964412	0.664392252451612	70405	1
Organismal Systems	Endocrine system	mmu04910	Insulin signaling pathway	1/68	140/10688	0.00714285714285714	1.12268907563025	0.116924347325717	0.593204475252032	0.722061499964412	0.664392252451612	70405	1
Human Diseases	Endocrine and metabolic disease	mmu04936	Alcoholic liver disease	1/68	141/10688	0.00709219858156028	1.11472674176053	0.109731128547573	0.595826971998606	0.722061499964412	0.664392252451612	11529	1
Organismal Systems	Circulatory system	mmu04270	Vascular smooth muscle contraction	1/68	144/10688	0.00694444444444444	1.09150326797386	0.0884576209563905	0.60359492189919	0.725328351525918	0.667398188743023	70405	1
Environmental Information Processing	Signal transduction	mmu04072	Phospholipase D signaling pathway	1/68	149/10688	0.00671140939597315	1.05487564153178	0.0539750614056966	0.616215882895664	0.734323927117333	0.675675310192614	19229	1
Metabolism	Global and overview maps	mmu01240	Biosynthesis of cofactors	1/68	154/10688	0.00649350649350649	1.02062643239114	0.0206304130710148	0.628440734220804	0.736614958963729	0.67778336305091	223646	1
Organismal Systems	Endocrine system	mmu04921	Oxytocin signaling pathway	1/68	154/10688	0.00649350649350649	1.02062643239114	0.0206304130710148	0.628440734220804	0.736614958963729	0.67778336305091	70405	1
Cellular Processes	Cell growth and death	mmu04110	Cell cycle	1/68	157/10688	0.00636942675159236	1.00112401648558	0.00113529259048164	0.63559062492576	0.73893869401938	0.679921507194865	55948	1
Human Diseases	Infectious disease: viral	mmu05161	Hepatitis B	1/68	164/10688	0.00609756097560976	0.958393113342898	-0.0429651989167001	0.651750742972957	0.751615776170426	0.691586102475548	19229	1
Cellular Processes	Cell growth and death	mmu04217	Necroptosis	1/68	177/10688	0.00564971751412429	0.888002658690595	-0.120224348126008	0.679910958864106	0.777818136940538	0.715695746172744	77125	1
Human Diseases	Infectious disease: bacterial	mmu05152	Tuberculosis	1/68	180/10688	0.00555555555555556	0.873202614379085	-0.137279795097982	0.686083803293144	0.778650665642219	0.716461782887577	70405	1
Cellular Processes	Cell growth and death	mmu04218	Cellular senescence	1/68	183/10688	0.00546448087431694	0.858887817422051	-0.154067887683918	0.692139323114692	0.779337977995283	0.71709420132065	70405	1
Organismal Systems	Immune system	mmu04062	Chemokine signaling pathway	1/68	194/10688	0.00515463917525773	0.810187992722862	-0.213488319981071	0.713374193612503	0.791674808684266	0.72844572017323	19229	1
Human Diseases	Neurodegenerative disease	mmu05010	Alzheimer disease	2/68	389/10688	0.0051413881748072	0.808105247240284	-0.308503768620542	0.714168184057835	0.791674808684266	0.72844572017323	16956/70405	2
Cellular Processes	Cell motility	mmu04814	Motor proteins	1/68	198/10688	0.00505050505050505	0.793820558526441	-0.234320514643051	0.720732554420067	0.792805809862074	0.729486391113428	21955	1
Human Diseases	Cancer: overview	mmu05205	Proteoglycans in cancer	1/68	204/10688	0.00490196078431373	0.770472895040369	-0.264853465078669	0.731422428167567	0.798422955938642	0.734654909770558	20969	1
Environmental Information Processing	Signal transduction	mmu04015	Rap1 signaling pathway	1/68	215/10688	0.00465116279069767	0.731053351573187	-0.318764476711434	0.749983651734826	0.806772028890361	0.742337163130623	70405	1
Human Diseases	Cardiovascular disease	mmu05417	Lipid and atherosclerosis	1/68	217/10688	0.00460829493087558	0.724315532664679	-0.328297962578331	0.753219921191308	0.806772028890361	0.742337163130623	70405	1
NA	NA	mmu04081	Hormone signaling	1/68	220/10688	0.00454545454545455	0.714438502673797	-0.342451629125331	0.757997082443175	0.806772028890361	0.742337163130623	11555	1
Human Diseases	Infectious disease: viral	mmu05167	Kaposi sarcoma-associated herpesvirus infection	1/68	224/10688	0.00446428571428571	0.701680672268908	-0.361057722215054	0.764225151115656	0.806772028890361	0.742337163130623	70405	1
Human Diseases	Cancer: overview	mmu05202	Transcriptional misregulation in cancer	1/68	226/10688	0.00442477876106195	0.695471108797501	-0.370250339675255	0.767279691811812	0.806772028890361	0.742337163130623	97114	1
Human Diseases	Cancer: overview	mmu05207	Chemical carcinogenesis - receptor activation	1/68	231/10688	0.00432900432900433	0.680417621594092	-0.392921110816854	0.774746498451912	0.808677002033748	0.744089990829728	11555	1
Human Diseases	Neurodegenerative disease	mmu05012	Parkinson disease	1/68	274/10688	0.00364963503649635	0.573636753971662	-0.572092635778042	0.829944432401878	0.860014882851221	0.791327643403774	70405	1
Environmental Information Processing	Signaling molecules and interaction	mmu04060	Cytokine-cytokine receptor interaction	1/68	294/10688	0.00340136054421769	0.534613845538215	-0.647464364153986	0.850845374397585	0.87496249469005	0.805081426840311	77125	1
