ONTOLOGY	ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0045103	intermediate filament-based process	5/150	97/28928	0.0515463917525773	9.94089347079038	6.3680132393169	0.000153959663141421	0.0167123214340012	0.0144478989147975	Krt5/Krt80/Evpl/Ppl/Krt19	5
BP	GO:0048863	stem cell differentiation	8/150	297/28928	0.0269360269360269	5.19470258136925	5.24599850726162	0.000167740668397262	0.0173411900519265	0.0149915594863318	Ptn/Zic3/Zic5/Tmsb4x/Tacstd2/Zic2/Dmrta2/Trp63	8
BP	GO:0034446	substrate adhesion-dependent cell spreading	5/150	101/28928	0.0495049504950495	9.54719471947195	6.21228803959046	0.000186112926751759	0.0183659619990031	0.0158774807846118	Epha1/Olfm4/Has2/Tacstd2/Bves	5
BP	GO:0007015	actin filament organization	10/150	476/28928	0.0210084033613445	4.0515406162465	4.84655621391033	0.000199347775383907	0.0188166965373244	0.016267143410046	Epha1/Aif1l/Capg/Scin/Cit/Baiap2l1/Fmn2/Ptk2b/Tmsb4x/Tacstd2	10
BP	GO:0072091	regulation of stem cell proliferation	5/150	107/28928	0.0467289719626168	9.01183800623053	5.99427342191957	0.000243649829997037	0.0199550504423264	0.0172512569704322	Fermt1/Irf6/Ovol1/Sfn/Trp63	5
BP	GO:0008064	regulation of actin polymerization or depolymerization	6/150	168/28928	0.0357142857142857	6.88761904761905	5.52544073197891	0.000251686190968553	0.0199550504423264	0.0172512569704322	Capg/Scin/Cit/Baiap2l1/Ptk2b/Tmsb4x	6
BP	GO:0007160	cell-matrix adhesion	7/150	241/28928	0.029045643153527	5.60154910096819	5.17889419333621	0.000273604423127342	0.0199550504423264	0.0172512569704322	Epha1/Fermt1/Plet1/Ptk2b/Msln/Lypd3/Muc4	7
BP	GO:0030832	regulation of actin filament length	6/150	171/28928	0.0350877192982456	6.76678362573099	5.46043128610503	0.000276798549234735	0.0199550504423264	0.0172512569704322	Capg/Scin/Cit/Baiap2l1/Ptk2b/Tmsb4x	6
BP	GO:0010631	epithelial cell migration	5/150	110/28928	0.0454545454545455	8.76606060606061	5.89158601637744	0.000277044116877178	0.0199550504423264	0.0172512569704322	Fermt1/Fat2/Rab25/Has2/Tacstd2	5
BP	GO:0006833	water transport	3/150	25/28928	0.12	23.1424	7.9963217031936	0.000289039757463538	0.0199550504423264	0.0172512569704322	Slc5a1/Has2/Aqp3	3
BP	GO:0090132	epithelium migration	5/150	113/28928	0.0442477876106195	8.53333333333333	5.79274108364274	0.000313802509002829	0.0199550504423264	0.0172512569704322	Fermt1/Fat2/Rab25/Has2/Tacstd2	5
BP	GO:0007162	negative regulation of cell adhesion	8/150	326/28928	0.0245398773006135	4.73259713701431	4.89315238162856	0.000314385872896102	0.0199550504423264	0.0172512569704322	Plet1/Arg1/Muc1/Adtrp/Tacstd2/Cldn7/Muc4/Muc21	8
BP	GO:0010812	negative regulation of cell-substrate adhesion	4/150	63/28928	0.0634920634920635	12.2446560846561	6.45056408445401	0.000326156617061954	0.0199550504423264	0.0172512569704322	Plet1/Tacstd2/Muc4/Muc21	4
BP	GO:0051017	actin filament bundle assembly	6/150	177/28928	0.0338983050847458	6.5374011299435	5.33498452523756	0.000332909271187249	0.0199550504423264	0.0172512569704322	Epha1/Aif1l/Baiap2l1/Fmn2/Ptk2b/Tacstd2	6
BP	GO:1903034	regulation of response to wounding	6/150	177/28928	0.0338983050847458	6.5374011299435	5.33498452523756	0.000332909271187249	0.0199550504423264	0.0172512569704322	Ptn/Fermt1/Emilin2/Cldn4/Il33/Adtrp	6
BP	GO:0032970	regulation of actin filament-based process	9/150	416/28928	0.0216346153846154	4.17230769230769	4.70516818340423	0.000336528845893614	0.0199550504423264	0.0172512569704322	Epha1/Capg/Scin/Cit/Baiap2l1/Atp1a2/Ptk2b/Tmsb4x/Tacstd2	9
BP	GO:0098815	modulation of excitatory postsynaptic potential	4/150	64/28928	0.0625	12.0533333333333	6.39104711827565	0.000346507542056956	0.0199550504423264	0.0172512569704322	Adrb2/Cbln1/Ptk2b/Grik1	4
BP	GO:0030198	extracellular matrix organization	8/150	333/28928	0.024024024024024	4.63311311311311	4.8141875884172	0.000362168523046401	0.0199550504423264	0.0172512569704322	Fermt1/Dpt/Col7a1/Serpinb5/Adtrp/Has2/Elf3/Col17a1	8
BP	GO:0061572	actin filament bundle organization	6/150	180/28928	0.0333333333333333	6.42844444444444	5.27442176912989	0.000364115724608358	0.0199550504423264	0.0172512569704322	Epha1/Aif1l/Baiap2l1/Fmn2/Ptk2b/Tacstd2	6
BP	GO:0010839	negative regulation of keratinocyte proliferation	3/150	27/28928	0.111111111111111	21.4281481481481	7.66692948690396	0.000364800818958734	0.0199550504423264	0.0172512569704322	Irf6/Ovol1/Sfn	3
BP	GO:0045229	external encapsulating structure organization	8/150	334/28928	0.0239520958083832	4.61924151696607	4.80308602772051	0.000369453384827554	0.0199550504423264	0.0172512569704322	Fermt1/Dpt/Col7a1/Serpinb5/Adtrp/Has2/Elf3/Col17a1	8
BP	GO:0043062	extracellular structure organization	8/150	335/28928	0.0238805970149254	4.60545273631841	4.79202826906767	0.000376857240043934	0.0199550504423264	0.0172512569704322	Fermt1/Dpt/Col7a1/Serpinb5/Adtrp/Has2/Elf3/Col17a1	8
BP	GO:0090130	tissue migration	5/150	119/28928	0.0420168067226891	8.103081232493	5.6056140562522	0.000398287247802523	0.0205876574995066	0.0177981494444085	Fermt1/Fat2/Rab25/Has2/Tacstd2	5
BP	GO:0035235	ionotropic glutamate receptor signaling pathway	3/150	29/28928	0.103448275862069	19.9503448275862	7.37126002791927	0.000452272533090566	0.0223155379395368	0.0192919121172364	Adrb2/Ptk2b/Grik1	3
BP	GO:0045932	negative regulation of muscle contraction	3/150	29/28928	0.103448275862069	19.9503448275862	7.37126002791927	0.000452272533090566	0.0223155379395368	0.0192919121172364	Adrb2/Tnnt1/Atp1a2	3
BP	GO:0040013	negative regulation of locomotion	8/150	360/28928	0.0222222222222222	4.28562962962963	4.5289441104561	0.000605098077962164	0.0291926206056858	0.0252371900118489	Epha1/Ptn/Ptgr1/Emilin2/Il33/Adtrp/Tacstd2/Ifitm1	8
BP	GO:0001952	regulation of cell-matrix adhesion	5/150	132/28928	0.0378787878787879	7.30505050505051	5.24175207861153	0.000639226463843959	0.0301687098479399	0.0260810248291483	Epha1/Fermt1/Plet1/Ptk2b/Muc4	5
BP	GO:0042573	retinoic acid metabolic process	3/150	33/28928	0.0909090909090909	17.5321212121212	6.86027025230191	0.000665141688202821	0.0304767826616686	0.0263473555653495	Aldh1a3/Adh6b/Adh7	3
BP	GO:0032956	regulation of actin cytoskeleton organization	8/150	366/28928	0.0218579234972678	4.21537340619308	4.46935316812284	0.000673830293763286	0.0304767826616686	0.0263473555653495	Epha1/Capg/Scin/Cit/Baiap2l1/Ptk2b/Tmsb4x/Tacstd2	8
BP	GO:0008154	actin polymerization or depolymerization	6/150	204/28928	0.0294117647058824	5.6721568627451	4.83478385533214	0.000704216980509379	0.0312011237690992	0.0269735526583936	Capg/Scin/Cit/Baiap2l1/Ptk2b/Tmsb4x	6
BP	GO:0003014	renal system process	5/150	138/28928	0.036231884057971	6.98743961352657	5.09010663085149	0.000781399954279214	0.0337089722634819	0.0291416022428608	Slc5a1/Adrb2/Cldn4/Has2/Aqp3	5
BP	GO:0042044	fluid transport	3/150	35/28928	0.0857142857142857	16.5302857142857	6.63718880821821	0.000791873599925186	0.0337089722634819	0.0291416022428608	Slc5a1/Has2/Aqp3	3
BP	GO:1903036	positive regulation of response to wounding	4/150	81/28928	0.0493827160493827	9.52362139917695	5.54604458293879	0.000847598687408315	0.0353872451992972	0.0305924789402637	Ptn/Fermt1/Emilin2/Cldn4	4
BP	GO:0002700	regulation of production of molecular mediator of immune response	6/150	214/28928	0.0280373831775701	5.40710280373832	4.67175698053644	0.000902837456213891	0.0369822663667992	0.0319713840005833	Pkp3/Arg1/Il33/Evpl/Inava/Ppl	6
BP	GO:0010669	epithelial structure maintenance	3/150	37/28928	0.0810810810810811	15.6367567567568	6.43178403869308	0.000932986162434295	0.037509499234164	0.0324271798756403	Pkp3/Inava/Muc4	3
BP	GO:0001894	tissue homeostasis	7/150	301/28928	0.0232558139534884	4.48496124031008	4.38793619866183	0.00102107417596718	0.0395848577861564	0.0342213393937874	Pkp3/Adrb2/Slc28a3/Ptk2b/Inava/Tjp3/Muc4	7
BP	GO:0060249	anatomical structure homeostasis	7/150	301/28928	0.0232558139534884	4.48496124031008	4.38793619866183	0.00102107417596718	0.0395848577861564	0.0342213393937874	Pkp3/Adrb2/Slc28a3/Ptk2b/Inava/Tjp3/Muc4	7
BP	GO:0030833	regulation of actin filament polymerization	5/150	148/28928	0.0337837837837838	6.51531531531532	4.85649373216492	0.00106911353427114	0.0407200961912745	0.0352027595864348	Capg/Scin/Baiap2l1/Ptk2b/Tmsb4x	5
BP	GO:0072089	stem cell proliferation	5/150	149/28928	0.0335570469798658	6.47158836689038	4.83432368330302	0.0011016793239917	0.0412369967652754	0.0356496231338874	Fermt1/Irf6/Ovol1/Sfn/Trp63	5
BP	GO:0031032	actomyosin structure organization	6/150	225/28928	0.0266666666666667	5.14275555555556	4.50385028170658	0.00116843123564588	0.0416239879966048	0.0359841793003206	Mybph/Epha1/Tnnt1/Ptk2b/Tacstd2/Krt19	6
BP	GO:0018242	protein O-linked glycosylation via serine	2/150	10/28928	0.2	38.5706666666667	8.57890380066609	0.00116953628180235	0.0416239879966048	0.0359841793003206	Galnt2/Galnt3	2
BP	GO:0018243	protein O-linked glycosylation via threonine	2/150	10/28928	0.2	38.5706666666667	8.57890380066609	0.00116953628180235	0.0416239879966048	0.0359841793003206	Galnt2/Galnt3	2
BP	GO:1902903	regulation of supramolecular fiber organization	8/150	406/28928	0.0197044334975369	3.80006568144499	4.10211915235586	0.0013097861471037	0.0458636407316475	0.0396493837060425	Epha1/Capg/Scin/Cit/Baiap2l1/Ptk2b/Tmsb4x/Tacstd2	8
BP	GO:0002778	antibacterial peptide production	2/150	11/28928	0.181818181818182	35.0642424242424	8.15803347661561	0.00142457315799623	0.0483241925939035	0.0417765450774224	Evpl/Ppl	2
BP	GO:0048318	axial mesoderm development	2/150	11/28928	0.181818181818182	35.0642424242424	8.15803347661561	0.00142457315799623	0.0483241925939035	0.0417765450774224	Zic3/Zic2	2
BP	GO:0045216	cell-cell junction organization	6/150	235/28928	0.025531914893617	4.92391489361702	4.36046248584758	0.00145841286668342	0.0487109897472264	0.0421109334622923	Pkp3/Cldn4/Inava/Cldn7/Tjp3/Hopx	6
CC	GO:0030057	desmosome	4/155	32/28829	0.125	23.2491935483871	9.25858472868071	2.57047371297458e-05	0.00284571674061065	0.00235685864170265	Pkp3/Evpl/Ppl/Dsc3	4
CC	GO:0001533	cornified envelope	5/155	66/28829	0.0757575757575758	14.0904203323558	7.8277587873918	2.88905252853873e-05	0.00284571674061065	0.00235685864170265	Pkp3/Krt5/Serpinb5/Evpl/Ppl	5
CC	GO:0062023	collagen-containing extracellular matrix	10/155	390/28829	0.0256410256410256	4.76906534325889	5.50982461597059	5.27519997874132e-05	0.00346404798604013	0.00286896840949089	Ptn/Emilin2/Dpt/S100a6/Col7a1/Lamc2/Muc1/Efemp1/Muc4/Col17a1	10
CC	GO:0005604	basement membrane	5/155	116/28829	0.0431034482758621	8.01696329254728	5.5675981146316	0.00041800387727242	0.0198040823886014	0.0164019918259856	Ptn/Col7a1/Lamc2/Efemp1/Col17a1	5
CC	GO:0016327	apicolateral plasma membrane	3/155	29/28829	0.103448275862069	19.2407119021135	7.22559315434283	0.000502641684989882	0.0198040823886014	0.0164019918259856	Cldn4/Krt19/Cldn7	3
CC	GO:0016328	lateral plasma membrane	4/155	78/28829	0.0512820512820513	9.53813068651778	5.55152867340979	0.000841757729948232	0.0273754893663532	0.0226727269665228	Cldn4/Tacstd2/Cldn7/Bves	4
CC	GO:0005882	intermediate filament	5/155	143/28829	0.034965034965035	6.50327092262576	4.85045947440501	0.00107770121952781	0.0273754893663532	0.0226727269665228	Krt5/Krt80/Evpl/Ppl/Krt19	5
CC	GO:0044853	plasma membrane raft	5/155	144/28829	0.0347222222222222	6.45810931899642	4.82753036383766	0.00111169499964886	0.0273754893663532	0.0226727269665228	Adrb2/Atp1a2/Adtrp/Has2/Bves	5
CC	GO:0016324	apical plasma membrane	9/155	484/28829	0.0185950413223141	3.45855771794188	4.010456627561	0.0012756684108313	0.0277614461188692	0.0229923812365735	Slc5a1/Plet1/Adrb2/Slc6a14/Cldn4/Muc1/Pappa2/Tjp3/Muc4	9
CC	GO:0031253	cell projection membrane	8/155	396/28829	0.0202020202020202	3.75744542196155	4.06230138603419	0.00140921046288676	0.0277614461188692	0.0229923812365735	Slc5a1/Fermt1/Aif1l/Slc6a14/Slc28a3/Rab25/Muc4/Bves	8
CC	GO:0005901	caveola	4/155	105/28829	0.0380952380952381	7.08546850998464	4.59298656742323	0.00252235346649801	0.0451730575363735	0.0374128983069083	Adrb2/Atp1a2/Adtrp/Bves	4
CC	GO:0045111	intermediate filament cytoskeleton	5/155	180/28829	0.0277777777777778	5.16648745519713	4.12268888810362	0.00295020947478009	0.0484326055443065	0.0401124972448171	Krt5/Krt80/Evpl/Ppl/Krt19	5
CC	GO:0031985	Golgi cisterna	4/155	113/28829	0.0353982300884956	6.58384242078219	4.37259615436094	0.00328704501097146	0.049811374397029	0.0412544110688726	Galnt2/Galnt3/Cit/Acp3	4
MF	GO:0005201	extracellular matrix structural constituent	6/150	142/28409	0.0422535211267606	8.00253521126761	6.09462766203301	0.000111141265331424	0.0401219967846439	0.0338103428218752	Emilin2/Dpt/Col7a1/Lamc2/Efemp1/Col17a1	6
